secret_length,secret_special_chars,secret_has_url,StartLine,EndLine,StartColumn,EndColumn,secret_entropy,secret_letter_ratio,secret_digit_ratio,secret_upper_ratio,secret_special_ratio,secret_base64_ratio,has_prefix_aws_akid,has_prefix_github,has_prefix_slack,ctx_has_pass,ctx_has_token,ctx_has_key,ctx_has_secret,ctx_has_example,RuleID,file_extension
40,0,0,84,193,77,69,4.753055907333276,0.8,0.2,0.375,0.0,1.0,0,0,0,0,0,1,0,0,5,12
38,1,0,184,127,68,58,4.80700942128139,0.9473684210526315,0.02631578947368421,0.3157894736842105,0.02631578947368421,0.9736842105263158,0,0,0,1,0,0,0,1,9,12
37,1,0,172,79,44,25,4.810672622327237,0.8378378378378378,0.13513513513513514,0.43243243243243246,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,1,5,6
40,0,0,93,185,73,22,4.753055907333276,0.875,0.125,0.375,0.0,1.0,0,0,0,0,0,0,0,0,8,12
77,7,0,92,26,19,9,5.0829097160705965,0.8441558441558441,0.06493506493506493,0.3116883116883117,0.09090909090909091,0.961038961038961,0,0,0,0,0,0,0,0,12,6
20,0,0,65,24,40,6,3.921928094887362,0.8,0.2,0.8,0.0,1.0,1,0,0,0,1,0,0,0,1,7
46,1,0,172,41,58,6,4.941933966879545,0.8478260869565217,0.13043478260869565,0.43478260869565216,0.021739130434782608,0.9782608695652174,0,0,0,0,0,0,0,1,4,5
32,2,0,97,189,28,35,4.288909765557392,0.78125,0.15625,0.3125,0.0625,0.9375,0,0,0,0,0,1,0,0,13,12
80,4,0,164,104,6,19,5.3558754384480585,0.7875,0.1625,0.4625,0.05,0.95,0,0,0,0,1,0,0,0,6,4
20,0,0,137,165,74,19,3.8841837197791884,0.85,0.15,0.85,0.0,1.0,1,0,0,0,1,0,0,0,1,8
118,26,0,75,110,41,4,5.0004115678322165,0.6694915254237288,0.059322033898305086,0.4576271186440678,0.22033898305084745,0.7796610169491526,0,0,0,0,0,1,0,0,10,3
40,0,0,14,70,51,32,4.953055907333277,0.85,0.15,0.35,0.0,1.0,0,0,0,1,0,0,0,0,9,4
40,0,0,144,32,75,36,4.615311532225102,0.875,0.125,0.55,0.0,1.0,0,0,0,0,1,0,0,0,11,4
33,2,0,65,105,52,43,4.5366702556565315,0.8787878787878788,0.06060606060606061,0.36363636363636365,0.06060606060606061,0.9393939393939394,0,0,0,0,0,1,0,1,13,6
77,9,1,43,101,16,33,5.092713449864928,0.7792207792207793,0.1038961038961039,0.33766233766233766,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,12,4
40,1,0,83,145,1,13,5.121928094887363,0.85,0.125,0.3,0.025,0.975,0,0,0,0,0,1,0,1,5,5
40,0,0,116,154,75,45,4.684183719779189,0.8,0.2,0.3,0.0,1.0,0,0,0,0,0,1,0,0,0,8
42,1,0,109,67,45,11,4.606137660667954,0.9047619047619048,0.07142857142857142,0.21428571428571427,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,0,11,6
20,0,0,130,172,15,71,3.8841837197791884,0.65,0.35,0.65,0.0,1.0,1,0,0,0,1,0,1,0,1,11
21,1,0,155,58,36,40,3.916126946588284,0.8095238095238095,0.14285714285714285,0.5714285714285714,0.047619047619047616,0.9523809523809523,0,0,0,0,1,0,0,0,1,6
40,1,0,95,83,20,20,4.765311532225103,0.8,0.175,0.4,0.025,0.975,0,1,0,0,0,0,0,0,4,10
80,0,0,136,68,22,69,5.4903115322251015,0.925,0.075,0.4375,0.0,1.0,0,0,0,0,1,0,0,0,6,10
40,0,0,112,19,68,41,4.653055907333276,0.85,0.15,0.375,0.0,1.0,0,0,0,0,0,1,1,0,14,11
37,1,0,183,198,38,1,4.918780730435346,0.8378378378378378,0.13513513513513514,0.5135135135135135,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,1,2,7
85,2,0,151,152,28,30,5.387110312730867,0.788235294117647,0.18823529411764706,0.3764705882352941,0.023529411764705882,0.9764705882352941,0,0,0,0,1,0,0,1,6,5
20,0,0,155,45,16,34,3.7841837197791888,0.75,0.25,0.75,0.0,1.0,1,0,0,0,1,0,0,0,1,7
118,21,0,123,187,1,62,5.026870546149357,0.6440677966101694,0.1271186440677966,0.4661016949152542,0.17796610169491525,0.7796610169491526,0,0,0,0,0,1,0,0,10,5
40,1,0,121,29,79,9,4.721928094887363,0.825,0.15,0.4,0.025,0.975,0,0,0,0,0,1,0,1,14,6
40,0,0,176,29,16,48,4.653055907333276,0.9,0.1,0.325,0.0,1.0,0,0,0,0,0,1,0,0,0,4
38,1,0,165,165,67,22,4.481627106107698,0.7105263157894737,0.2631578947368421,0.13157894736842105,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,1,2,5
20,1,0,187,106,45,70,3.7841837197791888,0.85,0.1,0.85,0.05,0.95,0,0,0,0,1,0,0,1,1,2
40,0,0,6,187,24,31,4.753055907333277,0.775,0.225,0.325,0.0,1.0,0,0,0,0,1,0,0,0,11,3
42,1,0,97,150,51,7,4.8801799226757385,0.7380952380952381,0.23809523809523808,0.23809523809523808,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,1,3,7
20,0,0,191,129,57,52,3.884183719779189,0.65,0.35,0.65,0.0,1.0,1,0,0,0,1,0,0,0,1,4
40,0,0,85,150,20,77,4.73418371977919,0.825,0.175,0.4,0.0,1.0,0,0,0,0,0,1,0,0,3,4
20,0,0,126,61,51,4,3.884183719779189,0.85,0.15,0.85,0.0,1.0,1,0,0,0,1,0,0,0,1,0
20,0,0,53,195,26,48,3.8219280948873617,0.8,0.2,0.8,0.0,1.0,1,0,0,0,1,0,0,0,1,1
35,2,0,157,67,6,73,4.65057194545458,0.9428571428571428,0.0,0.45714285714285713,0.05714285714285714,0.9428571428571428,0,0,0,0,0,1,0,1,13,5
40,0,0,41,47,51,60,4.8341837197791895,0.725,0.275,0.325,0.0,1.0,0,0,0,0,0,1,0,0,14,4
37,1,0,178,41,7,27,4.540402352056966,0.8108108108108109,0.16216216216216217,0.4864864864864865,0.02702702702702703,0.972972972972973,0,0,0,1,0,0,0,1,9,2
40,1,0,163,78,14,24,4.903055907333276,0.85,0.125,0.325,0.025,0.975,0,0,0,0,0,0,0,1,8,7
40,0,0,41,195,14,66,4.665311532225102,0.875,0.125,0.4,0.0,1.0,0,0,0,0,0,1,0,0,0,3
20,1,0,26,8,65,76,3.8841837197791884,0.85,0.1,0.85,0.05,0.95,0,0,0,0,1,0,0,1,1,7
40,0,0,191,60,1,28,4.903055907333275,0.875,0.125,0.525,0.0,1.0,0,0,0,1,0,0,0,0,9,8
32,2,0,81,171,38,59,4.5625,0.78125,0.15625,0.40625,0.0625,0.9375,0,0,0,0,0,1,0,0,13,6
40,0,0,58,200,14,23,4.665311532225103,0.825,0.175,0.475,0.0,1.0,0,0,0,0,0,1,0,0,5,4
37,2,0,196,33,25,52,4.486348298002913,0.7567567567567568,0.1891891891891892,0.2702702702702703,0.05405405405405406,0.9459459459459459,0,0,0,0,0,1,0,0,13,6
77,9,1,137,173,30,12,5.049272177553935,0.8051948051948052,0.07792207792207792,0.2857142857142857,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,12,4
20,0,0,116,149,27,39,3.6841837197791887,0.85,0.15,0.85,0.0,1.0,1,0,0,0,1,0,0,0,1,12
40,0,0,22,35,1,22,4.8719280948873624,0.85,0.15,0.35,0.0,1.0,0,0,0,0,1,0,0,0,7,7
44,1,0,27,97,2,62,4.896820539042671,0.9318181818181818,0.045454545454545456,0.29545454545454547,0.022727272727272728,0.9772727272727273,0,0,0,0,0,0,0,1,4,6
38,1,0,129,190,64,27,4.826874881864639,0.868421052631579,0.10526315789473684,0.47368421052631576,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,1,11,12
130,27,0,139,50,43,29,5.193430317411538,0.6384615384615384,0.09230769230769231,0.4307692307692308,0.2076923076923077,0.7692307692307693,0,0,0,0,0,1,0,1,10,7
38,1,0,166,71,39,38,4.629249223856035,0.8947368421052632,0.07894736842105263,0.47368421052631576,0.02631578947368421,0.9736842105263158,0,0,0,1,0,0,0,1,9,7
82,6,0,190,196,31,20,5.274698498283069,0.8414634146341463,0.08536585365853659,0.4146341463414634,0.07317073170731707,0.926829268292683,0,0,0,0,1,0,0,1,6,5
40,1,0,29,148,43,72,5.003055907333277,0.875,0.1,0.3,0.025,0.975,0,1,0,0,0,0,1,0,4,11
40,1,0,66,190,18,13,4.765311532225103,0.925,0.05,0.45,0.025,0.975,0,1,0,0,0,0,0,0,4,7
40,0,0,77,88,25,55,4.784183719779189,0.825,0.175,0.475,0.0,1.0,0,0,0,0,0,1,0,0,14,9
35,2,0,27,21,27,71,4.786425874087821,0.8,0.14285714285714285,0.3142857142857143,0.05714285714285714,0.9428571428571428,0,0,0,0,0,1,0,0,13,6
37,1,0,179,6,8,71,4.885129041304629,0.7567567567567568,0.21621621621621623,0.40540540540540543,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,1,5,12
40,1,0,49,115,17,19,4.78418371977919,0.875,0.1,0.4,0.025,0.975,0,0,0,0,0,1,0,0,5,6
79,7,0,11,200,6,41,5.1362006094742245,0.7215189873417721,0.189873417721519,0.24050632911392406,0.08860759493670886,0.9620253164556962,0,0,0,0,0,0,0,0,12,6
40,0,0,29,16,37,53,4.646439344671016,0.825,0.175,0.425,0.0,1.0,0,0,0,0,0,1,0,0,5,9
40,1,0,121,55,80,79,4.753055907333276,0.825,0.15,0.275,0.025,0.975,0,0,0,1,0,0,0,1,9,7
40,0,0,41,95,75,21,4.971928094887364,0.85,0.15,0.425,0.0,1.0,0,0,0,0,0,1,0,0,0,7
40,1,0,91,16,54,77,4.953055907333276,0.875,0.1,0.3,0.025,0.975,0,0,0,0,0,0,0,1,8,7
40,1,0,37,32,39,13,4.8153115322251026,0.825,0.15,0.275,0.025,0.975,0,0,0,0,0,1,0,1,5,7
40,0,0,155,65,5,15,4.73418371977919,0.7,0.3,0.375,0.0,1.0,0,0,0,0,0,1,0,0,14,3
77,9,1,191,48,59,29,5.240894093166448,0.7662337662337663,0.11688311688311688,0.3246753246753247,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,12,8
38,1,0,130,24,65,46,4.826874881864639,0.8421052631578947,0.13157894736842105,0.3684210526315789,0.02631578947368421,0.9736842105263158,0,0,0,0,0,0,0,1,8,7
37,1,0,83,141,8,7,4.465945933079575,0.8108108108108109,0.16216216216216217,0.5675675675675675,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,1,11,7
40,0,0,56,100,58,76,5.003055907333277,0.825,0.175,0.5,0.0,1.0,0,0,0,0,0,1,0,0,14,3
42,1,0,74,3,76,53,4.719349267862323,0.8809523809523809,0.09523809523809523,0.2857142857142857,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,1,5,5
130,25,0,66,103,47,30,4.980157099138076,0.6615384615384615,0.08461538461538462,0.45384615384615384,0.19230769230769232,0.7692307692307693,0,0,0,0,0,1,0,0,10,6
40,0,0,129,159,26,74,4.442896608419108,0.95,0.05,0.45,0.0,1.0,0,0,0,0,1,0,0,0,11,4
40,0,0,169,110,10,19,4.625070520364182,0.825,0.175,0.4,0.0,1.0,0,0,0,0,0,1,0,0,3,7
38,1,0,90,34,30,3,4.714646921167524,0.7894736842105263,0.18421052631578946,0.3684210526315789,0.02631578947368421,0.9736842105263158,0,0,0,1,0,0,0,1,9,5
59,0,0,198,172,18,69,5.0051102101954426,0.7796610169491526,0.22033898305084745,0.3050847457627119,0.0,1.0,0,0,0,0,1,0,0,0,2,7
35,2,0,35,51,9,41,4.672140159802107,0.8571428571428571,0.08571428571428572,0.3142857142857143,0.05714285714285714,0.9428571428571428,0,0,0,0,0,1,0,1,13,2
40,1,0,56,67,43,79,5.003055907333277,0.825,0.15,0.3,0.025,0.975,0,1,0,0,0,0,0,0,4,4
40,0,0,159,70,50,38,4.903055907333276,0.825,0.175,0.4,0.0,1.0,0,0,0,0,1,0,0,0,7,5
40,0,0,187,5,76,50,4.903055907333276,0.875,0.125,0.6,0.0,1.0,0,0,0,0,1,0,0,0,11,9
38,1,0,90,102,25,57,4.5041206053780485,0.8157894736842105,0.15789473684210525,0.23684210526315788,0.02631578947368421,0.9736842105263158,0,0,0,1,0,0,0,0,9,6
40,1,0,45,183,3,64,4.8341837197791895,0.75,0.225,0.275,0.025,0.975,0,1,0,0,0,0,0,0,4,4
130,24,0,168,105,73,8,4.969112936959767,0.6615384615384615,0.09230769230769231,0.5076923076923077,0.18461538461538463,0.7692307692307693,0,0,0,0,0,1,0,1,10,7
37,1,0,12,109,30,37,4.463246866319849,0.8108108108108109,0.16216216216216217,0.5405405405405406,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,1,0,6
40,0,0,73,178,53,6,4.634183719779189,0.875,0.125,0.375,0.0,1.0,0,0,0,0,0,1,0,0,5,9
40,0,0,143,59,5,42,4.8341837197791895,0.825,0.175,0.35,0.0,1.0,0,0,0,0,1,0,0,0,7,8
40,0,0,138,61,16,10,4.884183719779189,0.825,0.175,0.45,0.0,1.0,0,0,0,0,1,0,0,0,11,12
40,0,0,11,146,39,37,4.73418371977919,0.825,0.175,0.375,0.0,1.0,0,0,0,0,1,0,0,0,7,12
40,1,0,95,73,67,15,4.78418371977919,0.9,0.075,0.4,0.025,0.975,0,0,0,0,0,1,0,0,14,6
40,0,0,196,89,10,10,4.83418371977919,0.9,0.1,0.35,0.0,1.0,0,0,0,0,0,1,0,0,14,4
87,3,0,98,106,79,48,5.1716405195943835,0.8505747126436781,0.11494252873563218,0.3103448275862069,0.034482758620689655,0.9655172413793104,0,0,0,0,1,0,0,0,6,6
80,0,0,48,18,56,55,5.221439344671015,0.8375,0.1625,0.3625,0.0,1.0,0,0,0,0,1,0,0,0,6,4
59,4,0,184,24,49,29,4.9273120667075965,0.6949152542372882,0.23728813559322035,0.4406779661016949,0.06779661016949153,0.9322033898305084,0,0,0,0,1,0,0,0,2,5
42,1,0,136,77,44,76,4.6420846845805,0.7380952380952381,0.23809523809523808,0.2619047619047619,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,0,11,6
42,1,0,29,121,29,37,4.76696831548137,0.8095238095238095,0.16666666666666666,0.3333333333333333,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,1,0,7
85,3,0,30,139,79,53,5.21929075383098,0.8352941176470589,0.12941176470588237,0.43529411764705883,0.03529411764705882,0.9647058823529412,0,0,0,0,1,0,0,1,6,6
40,0,0,121,194,73,62,4.653055907333275,0.85,0.15,0.475,0.0,1.0,0,0,0,0,0,1,0,0,3,10
130,24,0,186,145,27,39,5.250107744751928,0.6692307692307692,0.08461538461538462,0.47692307692307695,0.18461538461538463,0.7692307692307693,0,0,0,0,0,1,0,1,10,7
80,4,0,168,70,69,10,5.304627120071684,0.8625,0.0875,0.4875,0.05,0.95,0,0,0,0,1,0,0,0,6,7
130,24,0,96,179,50,38,5.00338440689695,0.7,0.05384615384615385,0.5,0.18461538461538463,0.7692307692307693,0,0,0,0,0,1,0,0,10,6
118,20,0,164,126,38,30,5.00554803305922,0.6864406779661016,0.09322033898305085,0.4322033898305085,0.1694915254237288,0.7796610169491526,0,0,0,0,0,1,0,0,10,3
38,1,0,78,113,49,9,4.556752184325418,0.7368421052631579,0.23684210526315788,0.3684210526315789,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,5,5
38,1,0,76,190,57,60,4.668980145022534,0.9210526315789473,0.05263157894736842,0.42105263157894735,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,3,7
77,9,1,54,194,47,58,5.243488001480991,0.7662337662337663,0.11688311688311688,0.3246753246753247,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,1,0,12,11
42,1,0,191,142,1,1,4.850534387012965,0.8809523809523809,0.09523809523809523,0.40476190476190477,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,1,0,12
37,1,0,122,191,18,77,4.486348298002913,0.8648648648648649,0.10810810810810811,0.4864864864864865,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,1,11,7
46,1,0,155,82,18,44,4.871388043013534,0.8043478260869565,0.17391304347826086,0.32608695652173914,0.021739130434782608,0.9782608695652174,0,0,0,0,0,0,0,1,4,7
59,0,0,71,34,17,43,5.327475464579406,0.8305084745762712,0.1694915254237288,0.4067796610169492,0.0,1.0,0,0,0,0,1,0,0,0,2,10
40,0,0,190,135,6,59,4.653055907333275,0.925,0.075,0.45,0.0,1.0,0,0,0,1,0,0,0,0,9,10
40,0,0,76,116,24,28,4.753055907333277,0.75,0.25,0.4,0.0,1.0,0,0,0,0,0,1,0,0,5,10
20,1,0,144,76,30,41,3.7841837197791883,0.8,0.15,0.8,0.05,0.95,0,0,0,0,1,0,0,1,1,12
40,1,0,157,184,18,16,4.8219280948873635,0.9,0.075,0.3,0.025,0.975,0,0,0,0,1,0,0,1,2,5
20,0,0,133,26,62,49,3.921928094887362,0.75,0.25,0.75,0.0,1.0,1,0,0,0,1,0,0,0,1,0
42,1,0,30,151,14,6,4.880179922675739,0.9523809523809523,0.023809523809523808,0.42857142857142855,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,1,7,5
40,1,0,67,54,38,77,4.853055907333276,0.85,0.125,0.425,0.025,0.975,0,0,0,1,0,0,0,1,9,6
37,1,0,158,98,70,44,4.628108095241737,0.8378378378378378,0.13513513513513514,0.4594594594594595,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,1,11,5
130,23,0,81,121,70,9,5.025467217691388,0.6461538461538462,0.11538461538461539,0.5076923076923077,0.17692307692307693,0.7692307692307693,0,0,0,0,0,1,0,1,10,7
40,0,0,10,194,16,75,4.753055907333276,0.85,0.15,0.475,0.0,1.0,0,0,0,0,0,0,0,0,8,7
42,1,0,67,35,73,35,4.51089956542986,0.8333333333333334,0.14285714285714285,0.2619047619047619,0.023809523809523808,0.9761904761904762,0,0,0,0,0,0,0,0,8,6
40,0,0,152,172,66,76,4.734183719779189,0.8,0.2,0.375,0.0,1.0,0,0,0,1,0,0,0,0,9,4
32,2,0,104,74,66,4,4.226409765557392,0.875,0.0625,0.28125,0.0625,0.9375,0,0,0,0,0,1,0,0,13,8
80,2,0,60,76,5,20,5.221439344671016,0.8125,0.1625,0.3375,0.025,0.975,0,0,0,0,1,0,0,0,6,7
130,27,0,47,48,74,67,5.018000826357643,0.6692307692307692,0.06153846153846154,0.5153846153846153,0.2076923076923077,0.7692307692307693,0,0,0,0,0,1,0,1,10,7
40,0,0,14,69,53,7,4.8530559073332755,0.8,0.2,0.325,0.0,1.0,0,0,0,0,1,0,0,0,11,1
118,26,0,73,157,10,28,5.156178859422079,0.6779661016949152,0.05084745762711865,0.4322033898305085,0.22033898305084745,0.7796610169491526,0,0,0,0,0,1,0,0,10,3
40,0,0,172,123,33,8,4.834183719779189,0.875,0.125,0.5,0.0,1.0,0,0,0,0,0,1,0,0,14,5
33,2,0,176,131,23,79,4.5366702556565315,0.8181818181818182,0.12121212121212122,0.3939393939393939,0.06060606060606061,0.9393939393939394,0,0,0,0,0,1,0,1,13,12
37,1,0,100,132,34,22,4.628108095241738,0.918918918918919,0.05405405405405406,0.4864864864864865,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,1,7,7
42,1,0,158,11,13,46,4.850534387012964,0.8571428571428571,0.11904761904761904,0.40476190476190477,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,1,3,5
40,0,0,147,66,28,76,4.462814895472356,0.775,0.225,0.4,0.0,1.0,0,0,0,0,0,1,0,0,3,7
40,0,0,88,193,19,45,4.634183719779189,0.75,0.25,0.475,0.0,1.0,0,0,0,0,0,1,0,0,0,7
42,1,0,11,181,10,30,4.422577995321604,0.9285714285714286,0.047619047619047616,0.2619047619047619,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,1,14,6
42,1,0,31,71,28,21,4.9098254583385135,0.8333333333333334,0.14285714285714285,0.35714285714285715,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,1,7,2
25,1,0,75,138,69,56,3.9434651896016466,0.72,0.24,0.36,0.04,0.96,0,0,0,0,1,0,0,1,1,7
59,1,0,137,62,77,27,5.136880337497431,0.7966101694915254,0.1864406779661017,0.4406779661016949,0.01694915254237288,0.9830508474576272,0,0,0,0,1,0,0,0,2,5
77,9,1,170,59,23,55,5.044202573325841,0.7662337662337663,0.11688311688311688,0.35064935064935066,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,12,9
40,1,0,24,188,31,20,5.071928094887363,0.875,0.1,0.425,0.025,0.975,0,1,0,0,0,0,0,0,4,9
42,1,0,109,10,46,72,4.70137575590605,0.8809523809523809,0.09523809523809523,0.2619047619047619,0.023809523809523808,0.9761904761904762,0,0,0,1,0,0,0,1,9,7
40,0,0,105,89,6,50,4.803055907333276,0.875,0.125,0.5,0.0,1.0,0,0,0,1,0,0,0,0,9,9
37,1,0,42,124,55,41,4.574054041187684,0.7837837837837838,0.1891891891891892,0.4594594594594595,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,1,11,2
37,1,0,29,70,49,10,4.648510460165075,0.8108108108108109,0.16216216216216217,0.4864864864864865,0.02702702702702703,0.972972972972973,0,0,0,1,0,0,0,1,9,5
40,0,0,41,197,15,6,4.684183719779189,0.8,0.2,0.45,0.0,1.0,0,0,0,0,1,0,0,0,11,0
37,1,0,4,175,55,6,4.5944564061110205,0.7567567567567568,0.21621621621621623,0.3783783783783784,0.02702702702702703,0.972972972972973,0,0,0,0,0,0,0,1,8,7
32,2,0,101,70,77,30,4.390319531114783,0.75,0.1875,0.34375,0.0625,0.9375,0,0,0,0,0,1,0,0,13,12
40,1,0,69,60,11,63,4.684183719779189,0.8,0.175,0.375,0.025,0.975,0,0,0,0,0,1,0,1,14,7
